Technologies;F;f_min;f_max;F_year
CARGO_FUELCELL_LH2;0.0;0.0;0.0;0.0
CARGO_FUELCELL_AMMONIA;0.0;0.0;0.0;0.0
CARGO_RETRO_METHANOL;0.0;0.0;0.0;0.0
CARGO_RETRO_AMMONIA;0.0;0.0;0.0;0.0
TRUCK_DIESEL;0.0;0.0;0.0;0.0
TRUCK_METHANOL;0.0;0.0;0.0;0.0
TRUCK_FUEL_CELL;0.0;0.0;0.0;0.0
TRUCK_ELEC;0.0;0.0;0.0;0.0
TRUCK_NG;0.0;0.0;0.0;0.0
EFFICIENCY;4.545454545454545;0.0;5000000000000000.0;0.0
DHN;0.0;0.0;0.0;0.0
GRID;5.0;0.0;5000000000000000.0;0.0
HVAC_LINE;0.9748767050290346;0.0;5000000000000000.0;2807.680752524597
HVDC_SUBSEA;0.0;0.0;0.0;0.0
GAS_PIPELINE;0.0;0.0;1000000000000000.0;0.0
GAS_SUBSEA;0.0;0.0;0.0;0.0
H2_RETROFITTED;0.0;0.0;0.0;0.0
H2_NEW;0.0;0.0;0.0;0.0
H2_SUBSEA_RETRO;0.0;0.0;0.0;0.0
H2_SUBSEA_NEW;0.0;0.0;0.0;0.0
H2_ELECTROLYSIS;0.0;0.0;0.0;0.0
H2_NG;0.0;0.0;0.0;0.0
H2_BIOMASS;0.0;0.0;0.0;0.0
BIOMASS_TO_METHANE;0.0;0.0;0.0;0.0
BIOWASTE_TO_METHANE;0.0;0.0;0.0;0.0
SYN_METHANATION;0.0;0.0;0.0;0.0
BIOMETHANATION_WET_BIOMASS;0.0;0.0;0.0;0.0
BIOMETHANATION_BIOWASTE;0.0;0.0;0.0;0.0
BIOMASS_TO_JET_FUEL;0.0;0.0;0.0;0.0
BIOMASS_TO_LFO;0.0;0.0;0.0;0.0
BIOWASTE_TO_JET_FUEL;0.0;0.0;0.0;0.0
BIOWASTE_TO_LFO;0.0;0.0;0.0;0.0
DIESEL_TO_JET_FUEL;0.0;0.0;0.0;0.0
ATM_CCS;0.0;0.0;0.0;0.0
INDUSTRY_CCS;0.0;0.0;0.0;0.0
SYN_METHANOLATION;0.0;0.0;0.0;0.0
METHANE_TO_METHANOL;0.0;0.0;0.0;0.0
BIOMASS_TO_METHANOL;0.0;0.0;0.0;0.0
BIOWASTE_TO_METHANOL;0.0;0.0;0.0;0.0
HABER_BOSCH;0.0;0.0;0.0;0.0
POWER_TO_JET_FUEL;0.0;0.0;0.0;0.0
POWER_TO_LFO;0.0;0.0;0.0;0.0
H2_TO_JET_FUEL;0.0;0.0;0.0;0.0
H2_TO_LFO;0.0;0.0;0.0;0.0
AMMONIA_TO_H2;0.0;0.0;0.0;0.0
OIL_TO_HVC;0.0;0.0;5000000000000000.0;0.0
GAS_TO_HVC;0.0;0.0;0.0;0.0
BIOMASS_TO_HVC;0.0;0.0;0.0;0.0
METHANOL_TO_HVC;0.0;0.0;0.0;0.0
BATT_LI;0.2398977329303016;0.0;5000000000000000.0;-8.282571808854014
BATT_HS;0.0007858512589706263;6.95e-05;5000000000000000.0;-0.018505426340051728
CAES;0.0;0.0;0.0;0.0
BEV_BATT;0.0;0.0;0.0;0.0
PHEV_BATT;0.0;0.0;0.0;0.0
DAM_STORAGE;0.0;0.0;0.0;0.0
PHS;0.0;0.0;0.0;0.0
TS_DEC_DIRECT_ELEC;0.03758460487023119;0.0;5000000000000000.0;-1.2536955378420007
TS_DEC_HP_ELEC;0.0;0.0;0.0;0.0
TS_DEC_THHP_GAS;0.0;0.0;0.0;0.0
TS_DEC_COGEN_GAS;0.0;0.0;0.0;0.0
TS_DEC_COGEN_OIL;0.0;0.0;0.0;0.0
TS_DEC_ADVCOGEN_GAS;0.0;0.0;0.0;0.0
TS_DEC_ADVCOGEN_H2;0.0;0.0;0.0;0.0
TS_DEC_BOILER_GAS;0.0;0.0;5000000000000000.0;0.0
TS_DEC_BOILER_WOOD;0.0;0.0;0.0;0.0
TS_DEC_BOILER_OIL;0.0;0.0;0.0;0.0
TS_DHN_DAILY;0.0;0.0;0.0;0.0
TS_DHN_SEASONAL;0.0;0.0;0.0;0.0
TS_HIGH_TEMP;0.0;0.0;0.0;0.0
GAS_STORAGE;0.0;0.0;0.0;0.0
H2_STORAGE;0.0;0.0;0.0;0.0
DIESEL_STORAGE;26.811241701764402;26.811241701764402;5000000000000000.0;4.373956505689981e-14
JET_FUEL_STORAGE;0.9851725686775687;0.9851725686775687;5000000000000000.0;0.0
GASOLINE_STORAGE;24.818986145668415;24.818986145668415;5000000000000000.0;0.0
LFO_STORAGE;0.0;0.0;0.0;0.0
AMMONIA_STORAGE;0.0;0.0;0.0;0.0
METHANOL_STORAGE;0.0;0.0;0.0;0.0
PT_STORAGE;0.0;0.0;0.0;0.0
ST_STORAGE;0.0;0.0;0.0;0.0
TS_COLD;0.0;0.0;0.0;0.0
CO2_STORAGE;0.0;0.0;0.0;0.0
STOVE_WOOD;0.0140801240554032;0.0140801240554032;5000000000000000.0;0.0
STOVE_LPG;0.05943093667359781;0.0342400599159816;5000000000000000.0;94.06788338865603
STOVE_NG;0.0003568293582648221;0.0003568293582648221;5000000000000000.0;0.0
STOVE_OIL;0.0012346082140107849;0.0012346082140107849;5000000000000000.0;0.0
STOVE_ELEC;0.012090341794671423;0.0;5000000000000000.0;18.917108286174614
PLANE;0.0;0.0;1000000000000000.0;0.0
FERMENTATION_TO_BIOETHANOL;0.0;0.0;0.0;0.0
ESTERIFICATION_TO_BIODIESEL;0.0;0.0;0.0;0.0
IND_BOILER_DIESEL;0.00021332370208700398;0.00021332370208700398;5000000000000000.0;0.0
IND_BOILER_LPG;0.0;0.0;0.0;0.0
LPG_STORAGE;9.558176995641734;0.456147851800382;5000000000000000.0;-8.368233542091832e-14
LNG_STORAGE;0.0;0.0;4000000000000000.0;0.0
CAR_FG_PRIVATE;0.0;0.0;0.0;0.0
BUS_FG_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_FG_PRIVATE;0.0;0.0;0.0;0.0
SUV_FG_PRIVATE;0.0;0.0;0.0;0.0
MOTORCYCLE_FG_PRIVATE;0.0;0.0;0.0;0.0
CAR_FG_PUBLIC;0.0;0.0;0.0;0.0
BUS_FG_PUBLIC;0.0;0.0;0.0;0.0
PICKUP_TRUCK_FG_PUBLIC;0.0;0.0;0.0;0.0
SUV_FG_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_FG_PUBLIC;0.0;0.0;0.0;0.0
CAR_GASOLINE_PRIVATE;0.0;0.0;0.0;0.0
BUS_GASOLINE_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_GASOLINE_PRIVATE;0.0;0.0;0.0;0.0
SUV_GASOLINE_PRIVATE;0.0;0.0;0.0;0.0
MOTORCYCLE_GASOLINE_PRIVATE;0.0;0.0;0.0;0.0
CAR_GASOLINE_PUBLIC;0.0;0.0;0.0;0.0
BUS_GASOLINE_PUBLIC;0.0;0.0;0.0;0.0
PICKUP_TRUCK_GASOLINE_PUBLIC;0.0;0.0;0.0;0.0
SUV_GASOLINE_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_GASOLINE_PUBLIC;0.0;0.0;0.0;0.0
CAR_DIESEL_PRIVATE;0.0;0.0;0.0;0.0
BUS_DIESEL_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_DIESEL_PRIVATE;0.0;0.0;0.0;0.0
SUV_DIESEL_PRIVATE;0.0;0.0;0.0;0.0
MOTORCYCLE_DIESEL_PRIVATE;0.0;0.0;0.0;0.0
CAR_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
BUS_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
PICKUP_TRUCK_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
SUV_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_DIESEL_PUBLIC;0.0;0.0;0.0;0.0
TRUCK_FG;0.0;0.0;0.0;0.0
VAN_FG;0.0;0.0;0.0;0.0
CARGO_MOTORCYCLE_FG;0.0;0.0;0.0;0.0
TRUCK_GASOLINE;0.0;0.0;0.0;0.0
VAN_GASOLINE;0.0;0.0;0.0;0.0
CARGO_MOTORCYCLE_GASOLINE;0.0;0.0;0.0;0.0
TRUCK_DIESEL_P;0.0;0.0;0.0;0.0
VAN_DIESEL;0.0;0.0;0.0;0.0
CARGO_MOTORCYCLE_DIESEL;0.0;0.0;0.0;0.0
CONVENTIONAL_BULB;0.0;0.0;0.0;0.0
LED_BULB;0.0009020354982337395;0.0;5000000000000000.0;4.81361467223009
CONVENTIONAL_LIGHT;0.0;0.0;0.0;0.0
LED_LIGHT;0.0006328317885405956;0.0;5000000000000000.0;3.354198138009541
REFRIGERATOR_EL;0.0028135880409982227;0.0;5000000000000000.0;24.647031239144418
COMM_MACHINERY_DIESEL;0.00020249136013954046;4.479385065885797e-05;5000000000000000.0;1.0922105138280005
COMM_MACHINERY_EL;0.0002323698739631929;0.0;5000000000000000.0;0.9710488443670588
IND_MACHINERY_EL;0.0013672563663443033;0.0;5000000000000000.0;12.002443504319892
TRACTOR_DIESEL;0.0;0.0;5000000000000000.0;0.0
AGR_MACHINERY_DIESEL;0.0014573856964039712;0.0014573856964039712;5000000000000000.0;0.0
AGR_MACHINERY_EL;0.0;0.0;5000000000000000.0;0.0
MIN_MACHINERY_DIESEL;0.0;0.0;5000000000000000.0;0.0
MIN_MACHINERY_EL;0.0;0.0;0.0;0.0
FISH_MACHINERY_DIESEL;0.36525826429381825;0.36525826429381825;5000000000000000.0;0.0
FISH_MACHINERY_EL;0.3491482460768789;0.3491482460768789;5000000000000000.0;0.0
TRACTOR_EL;0.0;0.0;0.0;0.0
BUS_ELEC_PUBLIC;0.0;0.0;0.0;0.0
BUS_ELEC_PRIVATE;0.0;0.0;0.0;0.0
PICKUP_TRUCK_ELEC_PUBLIC;0.0;0.0;0.0;0.0
PICKUP_TRUCK_ELEC_PRIVATE;0.0;0.0;0.0;0.0
SUV_ELEC_PUBLIC;0.0;0.0;0.0;0.0
SUV_ELEC_PRIVATE;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PUBLIC;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE;0.0;0.0;0.0;0.0
VAN_ELEC;0.0;0.0;0.0;0.0
CARGO_MOTORCYCLE_ELEC;0.0;0.0;0.0;0.0
TRAIN_FREIGHT_ELEC;0.0;0.0;0.0;0.0
BOAT_FREIGHT_ELEC;0.0;0.0;0.0;0.0
FUEL_CELL;0.0;0.0;0.0;0.0
ETHANOL_TO_FUELS;0.0;0.0;0.0;0.0
BIO_HYDROLYSIS;0.0;0.0;0.0;0.0
PYROLYSIS_TO_FUELS;0.0;0.0;0.0;0.0
PYROLYSIS_TO_LFO;0.0;0.0;0.0;0.0
FB_ST_BIOMASS;0.0;0.0;0.0;0.0
CFB_ST_BIOMASS;0.0;0.0;0.0;0.0
BFB_ST_BIOMASS;0.0;0.0;0.0;0.0
REGASIFICATION;0.0;0.0;5000000000000000.0;0.0
LIQUEFACTION;0.0;0.0;0.0;0.0
DIESEL_PIPELINE;0.0;0.0;1000000000000000.0;0.0
GASOLINE_PIPELINE;0.0;0.0;1000000000000000.0;0.0
LPG_PIPELINE;0.0;0.0;1000000000000000.0;0.0
LFO_PIPELINE;0.0;0.0;1000000000000000.0;0.0
JET_FUEL_PIPELINE;0.0;0.0;1000000000000000.0;0.0
SUV_ELEC_PRIVATE_BATT;0.0;0.0;0.0;0.0
MOTORCYCLE_ELEC_PRIVATE_BATT;0.0;0.0;0.0;0.0
BUS_ELEC_PUBLIC_BATT;0.0;0.0;0.0;0.0
