param : 	c_inv	c_maint	gwp_constr	lifetime	c_p	fmin_perc	fmax_perc	f_min	f_max := 
C3	VAN_ELEC	0.0	0.0	0.0	10	0.0	0.0	1.0	0.0	0.0
C3	CARGO_MOTORCYCLE_ELEC	198.2038428	3.96407686	0.0	10	0.0203125	0.0	1.0	0.0	0.0
C3	TRAIN_FREIGHT_ELEC	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	0.0
C3	BOAT_FREIGHT_ELEC	221.52	0.381944444	0.0	40	0.114155251	0.0	1.0	0.0	0.0
C3	FUEL_CELL	984.64	29.5392	0.0	20	1.0	0.0	1.0	0.0	0.0
C3	ETHANOL_TO_FUELS	912.4450172	39.7133302	0.0	25	0.95	0.0	1.0	0.0	0.0
C3	BIO_HYDROLYSIS	1721.7	117.3865932	0.0	15	0.8449	0.0	1.0	0.0	0.0
C3	PYROLYSIS_TO_FUELS	2047.5	57.0	0.0	25	0.8449	0.0	1.0	0.0	0.0
C3	PYROLYSIS_TO_LFO	2016.33	91.6454554	0.0	25	0.8449	0.0	1.0	0.0	0.0
C3	FB_ST_BIOMASS	2130.076011	42.60152022	165.33	30	0.409994599	0.0	1.0	0.0	0.0
C3	CFB_ST_BIOMASS	1812.194769	36.24389539	165.33	30	0.409994599	0.0	1.0	0.0	0.0
C3	BFB_ST_BIOMASS	1812.194769	36.24389539	165.33	30	0.409994599	0.0	1.0	0.0	0.0
C3	REGASIFICATION	2895.92	57.91836098	0.0	25	1.0	0.0	1.0	0.0	Infinity
C3	LIQUEFACTION	1075.899182	21.51798364	0.0	25	1.0	0.0	1.0	0.0	0.0
C3	DIESEL_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C3	GASOLINE_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C3	LPG_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C3	LFO_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C3	JET_FUEL_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C3	SUV_ELEC_PRIVATE_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
C3	MOTORCYCLE_ELEC_PRIVATE_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
C3	BUS_ELEC_PUBLIC_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
C4	NUCLEAR	4845.734619	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
C4	NUCLEAR_SMR	4845.734619	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
C4	CCGT_AMMONIA	1217.490356	18.26220742	183.79	30	0.9615	0.0	1.0	0.0	0.0
C4	COAL_US	2516.71	30.0225445	331.6	35	0.865396	0.0	1.0	0.0	0.0
C4	COAL_IGCC	3245.81	49.47283735	331.6	35	0.853432	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_POWER	1677.0152	69.9431	331.6	35	0.868	0.0	1.0	0.0	0.0
C4	PV_ROOFTOP	737.8867059	9.726688396	2081.43	30	1.0	0.0	1.0	0.0	0.0
C4	PV_UTILITY	882.2095856	23.95327618	2081.43	30	1.0	0.0	1.0	0.0	Infinity
C4	PV_HS	2730.0	10.0	2081.43	20	1.0	0.0	1.0	0.0	Infinity
C4	PT_COLLECTOR	4504.71429	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	ST_COLLECTOR	5517.02	63.0	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	PT_POWER_BLOCK	1044.57	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	ST_POWER_BLOCK	768.19	63.0	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	WIND_ONSHORE	1518.10545	23.38311669	622.85	30	1.0	0.0	1.0	0.0	0.0
C4	WIND_OFFSHORE	4974.63	36.31492615	622.85	30	1.0	0.0	1.0	0.0	0.0
C4	HYDRO_DAM	2206.3	22.063	1262.82	100	1.0	0.0	1.0	0.0	0.0
C4	HYDRO_RIVER	2000.264	20.003	1262.82	100	1.0	0.0	1.0	0.0	0.0
C4	TIDAL_STREAM	3752.0	165.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TIDAL_RANGE	2867.0	178.0	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	WAVE	2912.5	97.4107	0.0	25	0.3995	0.0	1.0	0.0	0.0
C4	GEOTHERMAL	3534.122231	88.35304846	24929.09	50	0.914	0.0	1.0	0.0	0.0
C4	GENSET_DIESEL	384.6	5.769001632	516.55	30	1.0	0.0	1.0	0.0092699999999999	Infinity
C4	HS_DIESEL	1302.41	4.5	516.55	5	0.85	0.0	1.0	0.0	Infinity
C4	OCGT	915.1514369	22.87878592	183.79	30	0.85	0.0	1.0	0.0	0.0
C4	CCGT	1217.490356	18.26220742	183.79	30	0.85	0.0	1.0	0.0	0.0
C4	ST_BIOMASS	1668.197284	38.69471802	165.33	30	0.409994599	0.0	1.0	0.0	0.0
C4	ST_SNG	954.2088467	14.31304758	1024.32	30	0.409994599	0.0	1.0	0.0	0.0
C4	CCGT_SUR	1253.082037	18.7961901	183.79	30	0.85	0.0	1.0	0.0	0.0
C4	IND_COGEN_GAS	1484.44	95.41808193	1024.32	25	0.8449	0.0	1.0	0.0	0.0
C4	IND_COGEN_WOOD	1139.44	41.71767303	165.33	25	0.8449	0.0	1.0	0.0	0.0
C4	IND_COGEN_WASTE	3101.3	114.3299681	647.82	25	0.8449	0.0	1.0	0.0	0.0
C4	IND_BOILER_GAS	64.78	1.297874333	12.32	17	0.9443	0.0	1.0	0.0	0.0
C4	IND_BOILER_WOOD	126.7	2.533945126	28.87	17	0.8946	0.0	1.0	0.0005863463781422	Infinity
C4	IND_BOILER_BIOWASTE	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
C4	IND_BOILER_OIL	60.34	1.297874333	12.32	17	0.9443	0.0	1.0	0.0001371491541305	Infinity
C4	IND_BOILER_COAL	126.7	2.533945126	48.18	17	0.8946	0.0	1.0	0.0	0.0
C4	IND_BOILER_WASTE	126.7	2.533945126	28.87	17	0.8946	0.0	1.0	0.0	0.0
C4	IND_DIRECT_ELEC	360.04	1.633267784	1.47	15	0.9443	0.0	1.0	0.0	0.0
C4	DHN_HP_ELEC	395.73	13.41870073	174.79	25	0.9443	0.0	1.0	0.0	0.0
C4	DHN_COGEN_GAS	1361.46	39.80624675	490.88	25	0.8449	0.0	1.0	0.0	0.0
C4	DHN_COGEN_WOOD	1172.95	42.94466341	165.33	25	0.8449	0.0	1.0	0.0	0.0
C4	DHN_COGEN_WASTE	3182.91	117.3386515	647.82	25	0.8449	0.0	1.0	0.0	0.0
C4	DHN_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	0.0
C4	DHN_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
C4	DHN_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	0.0
C4	DHN_DEEP_GEO	1611.94	60.39529412	808.76	30	0.8449	0.0	1.0	0.0	0.0
C4	DHN_SOLAR	381.37	0.449838889	221.22	30	1.0	0.0	1.0	0.0	0.0
C4	DEC_HP_ELEC	534.83	22.29942815	164.89	18	1.0	0.0	1.0	0.0	0.0
C4	DEC_THHP_GAS	343.14	10.02879086	381.93	20	1.0	0.0	1.0	0.0	0.0
C4	DEC_COGEN_GAS	1484.44	95.41808193	1024.32	20	1.0	0.0	1.0	0.0	0.0
C4	DEC_COGEN_OIL	1376.41	84.44837929	1024.32	20	1.0	0.0	1.0	0.0	0.0
C4	DEC_ADVCOGEN_GAS	8478.77	158.0127523	2193.45	20	1.0	0.0	1.0	0.0	0.0
C4	DEC_ADVCOGEN_H2	8478.77	158.0127523	2193.45	20	1.0	0.0	1.0	0.0	0.0
C4	DEC_BOILER_GAS	174.39	5.232699691	21.09	17	1.0	0.0	1.0	5.460839268431893e-06	Infinity
C4	DEC_BOILER_WOOD	508.68	17.79941942	21.09	17	1.0	0.0	1.0	0.0	0.0
C4	DEC_BOILER_OIL	156.62	9.394138028	21.09	17	1.0	0.0	1.0	0.0	0.0
C4	DEC_SOLAR	743.38	8.247963292	221.22	25	1.0	0.0	1.0	0.0	Infinity
C4	DEC_DIRECT_ELEC	42.16	0.184273541	1.47	15	1.0	0.0	1.0	0.0002130079122515	Infinity
C4	DEC_ELEC_COLD	510.64	21.49	164.89	20	1.0	0.0	1.0	0.0	Infinity
C4	DEC_THHP_GAS_COLD	327.63	9.65	381.93	20	1.0	0.0	1.0	0.0	0.0
C4	IND_ELEC_COLD	649.14	5.27	174.79	20	0.95	0.0	1.0	0.0	Infinity
C4	TRAMWAY_TROLLEY	625.0	12.5	0.0	30	0.342465753	0.0	1.0	0.0	0.0
C4	BUS_COACH_DIESEL	0.0	0.0	0.0	15	0.483722222	0.0	1.0	0.0	0.0
C4	BUS_COACH_HYDIESEL	823.29	33.33333333	0.0	15	0.483722222	0.0	1.0	0.0	0.0
C4	BUS_COACH_CNG_STOICH	0.0	0.0	0.0	15	0.483722222	0.0	1.0	0.0	0.0
C4	BUS_COACH_FC_HYBRIDH2	1081.47	31.25	0.0	15	0.483722222	0.0	1.0	0.0	0.0
C4	TRAIN_PUB	1506.02	54.35274934	0.0	40	0.275072894	0.0	1.0	0.0	0.0
C4	PLANE_SHORT_HAUL	1456.05	39.82	0.0	35	0.4999	0.0	1.0	0.0	0.0
C4	PLANE_H2_SHORT_HAUL	1639.69	44.84	0.0	35	0.4999	0.0	1.0	0.0	0.0
C4	PLANE_LONG_HAUL	1343.77	36.75	0.0	35	0.5374	0.0	1.0	0.0	0.0
C4	CAR_GASOLINE	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_DIESEL	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_NG	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_METHANOL	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_HEV	424.24	34.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_PHEV	464.97	34.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_BEV	328.1935072	6.563870143	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	CAR_FUEL_CELL	1272.0333	14.124	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	TRAIN_FREIGHT	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	0.0
C4	BOAT_FREIGHT_DIESEL	73.84	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	0.0
C4	BOAT_FREIGHT_NG	74.49	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	0.0
C4	BOAT_FREIGHT_METHANOL	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
C4	CARGO_LFO	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_LNG	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_METHANOL	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_FUELCELL_LH2	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_FUELCELL_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_RETRO_METHANOL	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	CARGO_RETRO_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
C4	TRUCK_DIESEL	0.0	0.0	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	TRUCK_METHANOL	0.0	0.0	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	TRUCK_FUEL_CELL	417.59	12.06666667	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	TRUCK_ELEC	835.89	23.13333333	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	TRUCK_NG	361.9	18.55555556	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	EFFICIENCY	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
C4	DHN	825.88	0.0	0.0	60	1.0	0.0	1.0	0.0	0.0
C4	GRID	0.0	0.0	0.0	80	1.0	0.0	1.0	0.0	Infinity
C4	HVAC_LINE	2.0	0.04	0.0	40	1.0	0.0	1.0	0.0	Infinity
C4	HVDC_SUBSEA	3.24	0.06	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	GAS_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	0.0
C4	GAS_SUBSEA	0.208	0.002	0.0	55	1.0	0.0	1.0	0.0	0.0
C4	H2_RETROFITTED	0.355973417	0.005	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	H2_NEW	0.452	0.005	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	H2_SUBSEA_RETRO	0.533066683	0.007	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	H2_SUBSEA_NEW	0.726	0.007	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	H2_ELECTROLYSIS	1772.15	48.73417722	0.0	15	0.8946	0.0	1.0	0.0	0.0
C4	H2_NG	736.79	67.9913424	0.0	25	0.85484	0.0	1.0	0.0	0.0
C4	H2_BIOMASS	3788.08	266.8661519	0.0	25	0.85484	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_METHANE	2969.836	179.3138803	0.0	25	0.85	0.0	1.0	0.0	0.0
C4	BIOWASTE_TO_METHANE	2969.836	179.3138803	0.0	25	0.85	0.0	1.0	0.0	0.0
C4	SYN_METHANATION	320.78	81.96184211	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	BIOMETHANATION_WET_BIOMASS	1066.44	14.77272727	0.0	20	0.8449	0.0	1.0	0.0	0.0
C4	BIOMETHANATION_BIOWASTE	1066.44	14.77272727	0.0	20	0.8449	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_JET_FUEL	5900.613267	166.9735	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_LFO	6046.9153	166.9735	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	BIOWASTE_TO_JET_FUEL	5900.613267	242.6681533	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	BIOWASTE_TO_LFO	6046.9153	250.46025	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	DIESEL_TO_JET_FUEL	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	ATM_CCS	5281.82	131.112	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	INDUSTRY_CCS	2640.91	65.556	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	SYN_METHANOLATION	0.0	0.0	0.0	20	0.9443	0.0	1.0	0.0	0.0
C4	METHANE_TO_METHANOL	0.0	0.0	0.0	25	0.8449	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_METHANOL	0.0	0.0	0.0	20	0.994	0.0	1.0	0.0	0.0
C4	BIOWASTE_TO_METHANOL	0.0	94.248	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	HABER_BOSCH	0.0	0.0	0.0	20	0.994	0.0	1.0	0.0	0.0
C4	POWER_TO_JET_FUEL	3532.743904	253.0536276	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	POWER_TO_LFO	3804.508764	288.1851693	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	H2_TO_JET_FUEL	2241.910636	137.0330166	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	H2_TO_LFO	2445.720694	149.5353034	0.0	25	0.91	0.0	1.0	0.0	0.0
C4	AMMONIA_TO_H2	0.0	0.0	0.0	25	0.994	0.0	1.0	0.0	0.0
C4	OIL_TO_HVC	427.2	2.271214642	0.0	15	0.994	0.0	1.0	0.0	Infinity
C4	GAS_TO_HVC	862.63	21.5657004	0.0	25	0.994	0.0	1.0	0.0	0.0
C4	BIOMASS_TO_HVC	2614.5	78.0	0.0	20	0.994	0.0	1.0	0.0	0.0
C4	METHANOL_TO_HVC	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	BATT_LI	425.88	0.658412583	61.3	15	1.0	0.0	1.0	0.0	Infinity
C4	BATT_HS	594.0	10.0	61.3	10	1.0	0.0	1.0	0.0	Infinity
C4	CAES	38.938	3.1799	0.0	50	1.0	0.0	1.0	0.0	0.0
C4	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
C4	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
C4	DAM_STORAGE	0.0	0.0	0.0	100	1.0	0.0	1.0	0.0	0.0
C4	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_DIRECT_ELEC	19.0	0.13	0.0	25	1.0	0.0	1.0	0.0	Infinity
C4	TS_DEC_HP_ELEC	19.0	0.13	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_THHP_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_COGEN_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_COGEN_OIL	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_ADVCOGEN_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_ADVCOGEN_H2	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_BOILER_GAS	19.0	0.13	0.0	25	1.0	0.0	1.0	0.0	Infinity
C4	TS_DEC_BOILER_WOOD	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DEC_BOILER_OIL	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	TS_DHN_DAILY	0.0	0.0	0.0	40	1.0	0.0	1.0	0.0	0.0
C4	TS_DHN_SEASONAL	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	TS_HIGH_TEMP	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	GAS_STORAGE	0.0	0.0	0.0	50	1.0	0.0	1.0	0.0	0.0
C4	H2_STORAGE	6.19	0.39	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	7.535160563912947	Infinity
C4	JET_FUEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.2768776459786088	Infinity
C4	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	6.975247462292479	Infinity
C4	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	AMMONIA_STORAGE	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	METHANOL_STORAGE	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	PT_STORAGE	36.9568	0.3695	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	ST_STORAGE	19.099	0.1909	0.0	25	1.0	0.0	1.0	0.0	0.0
C4	TS_COLD	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
C4	CO2_STORAGE	49.5	0.495	0.0	30	1.0	0.0	1.0	0.0	0.0
C4	STOVE_WOOD	53.65514911	1.60965447	75.0	10	0.1875	0.0	1.0	0.0038028858447488	Infinity
C4	STOVE_LPG	52.20521443	1.33859524	75.0	10	0.1875	0.0	1.0	0.0285377199852344	Infinity
C4	STOVE_NG	70.48592219	1.80733134	75.0	10	0.1875	0.0	1.0	0.0001017408690473	Infinity
C4	STOVE_OIL	17.37818595	0.52134558	75.0	10	0.1875	0.0	1.0	0.0003469802417053	Infinity
C4	STOVE_ELEC	20.60357726	0.51508943	75.0	10	0.1875	0.0	1.0	0.0	Infinity
C4	PLANE	1456.05	39.82	0.0	35	0.114155251	0.0	1.0	0.0	0.0
C4	FERMENTATION_TO_BIOETHANOL	2554.01	116.0842435	0.0	25	0.92	0.0	1.0	0.0	0.0
C4	ESTERIFICATION_TO_BIODIESEL	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
C4	IND_BOILER_DIESEL	171.6964771	4.29241193	516.55	25	0.9	0.0	1.0	6.082385974141995e-05	Infinity
C4	IND_BOILER_LPG	64.78	1.297874333	12.32	17	0.9443	0.0	1.0	0.0	0.0
C4	LPG_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.1281979903218602	Infinity
C4	LNG_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	Infinity
C4	CAR_FG_PRIVATE	320.9896787	19.25938072	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	BUS_FG_PRIVATE	224.9290737	11.24645368	0.0	15	0.48372222	0.0	0.0	0.0	0.0
C4	PICKUP_TRUCK_FG_PRIVATE	553.4903109	33.20941865	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	SUV_FG_PRIVATE	487.5572958	29.25343775	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	MOTORCYCLE_FG_PRIVATE	44.75305157	2.68518309	0.0	10	0.01989583	0.0	0.0	0.0	0.0
C4	CAR_FG_PUBLIC	320.9896787	19.25938072	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	BUS_FG_PUBLIC	224.9290737	11.24645368	0.0	15	0.48372222	0.0	1.0	0.0	0.0
C4	PICKUP_TRUCK_FG_PUBLIC	553.4903109	33.20941865	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	SUV_FG_PUBLIC	487.5572958	29.25343775	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	MOTORCYCLE_FG_PUBLIC	44.75305157	2.68518309	0.0	10	0.01989583	0.0	0.0	0.0	0.0
C4	CAR_GASOLINE_PRIVATE	308.173441	18.49040646	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	BUS_GASOLINE_PRIVATE	214.4989572	10.72494786	0.0	15	0.48372222	0.0	0.0	0.0	0.0
C4	PICKUP_TRUCK_GASOLINE_PRIVATE	541.4798879	32.48879327	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	SUV_GASOLINE_PRIVATE	475.3183582	28.51910149	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	MOTORCYCLE_GASOLINE_PRIVATE	27.20283527	1.63217012	0.0	10	0.01989583	0.0	1.0	0.0	0.0
C4	CAR_GASOLINE_PUBLIC	308.173441	18.49040646	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	BUS_GASOLINE_PUBLIC	214.4989572	10.72494786	0.0	15	0.48372222	0.0	1.0	0.0	0.0
C4	PICKUP_TRUCK_GASOLINE_PUBLIC	541.4798879	32.48879327	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	SUV_GASOLINE_PUBLIC	475.3183582	28.51910149	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	MOTORCYCLE_GASOLINE_PUBLIC	27.20283527	1.63217012	0.0	10	0.01989583	0.0	0.0	0.0	0.0
C4	CAR_DIESEL_PRIVATE	308.1682945	18.49009767	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	BUS_DIESEL_PRIVATE	214.4989572	10.72494786	0.0	15	0.48372222	0.0	0.0	0.0	0.0
C4	PICKUP_TRUCK_DIESEL_PRIVATE	541.4708452	32.48825071	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	SUV_DIESEL_PRIVATE	475.3104203	28.51862522	0.0	10	0.1343125	0.0	1.0	0.0	0.0
C4	MOTORCYCLE_DIESEL_PRIVATE	27.20283527	1.63217012	0.0	10	0.01989583	0.0	0.0	0.0	0.0
C4	CAR_DIESEL_PUBLIC	308.1682945	18.49009767	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	BUS_DIESEL_PUBLIC	214.4989572	10.72494786	0.0	15	0.48372222	0.0	1.0	0.0	0.0
C4	PICKUP_TRUCK_DIESEL_PUBLIC	541.4708452	32.48825071	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	SUV_DIESEL_PUBLIC	475.3104203	28.51862522	0.0	10	0.1343125	0.0	0.0	0.0	0.0
C4	MOTORCYCLE_DIESEL_PUBLIC	27.20283527	1.63217012	0.0	10	0.01989583	0.0	0.0	0.0	0.0
C4	TRUCK_FG	253.5656264	12.67828132	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	VAN_FG	542.8751845	32.57251107	0.0	10	0.0203125	0.0	1.0	0.0	0.0
C4	CARGO_MOTORCYCLE_FG	87.3123261	5.23873957	0.0	10	0.01075	0.0	0.0	0.0	0.0
C4	TRUCK_GASOLINE	251.3515689	12.56757845	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	VAN_GASOLINE	524.7564675	31.48538805	0.0	10	0.0203125	0.0	1.0	0.0	0.0
C4	CARGO_MOTORCYCLE_GASOLINE	52.2118935	3.13271361	0.0	10	0.01075	0.0	0.0	0.0	0.0
C4	TRUCK_DIESEL_P	251.3515689	12.56757845	0.0	15	0.01805556	0.0	1.0	0.0	0.0
C4	VAN_DIESEL	524.7564675	31.48538805	0.0	10	0.0203125	0.0	1.0	0.0	0.0
C4	CARGO_MOTORCYCLE_DIESEL	52.2118935	3.13271361	0.0	10	0.01075	0.0	0.0	0.0	0.0
C4	CONVENTIONAL_BULB	0.1444041	0.0	0.0	5	1.0	0.0	1.0	0.0	Infinity
C4	LED_BULB	0.60161002	0.0	0.0	10	1.0	0.3883	0.3883	0.0	Infinity
C4	CONVENTIONAL_LIGHT	1598.242939	1559.087767	0.0	5	1.0	0.0	1.0	0.0	Infinity
C4	LED_LIGHT	2187.69928	431.5978112	0.0	10	1.0	0.026666667	0.026666667	0.0	Infinity
C4	REFRIGERATOR_EL	5.96e-05	0.0	0.0	15	1.0	0.0	1.0	0.0	Infinity
C4	COMM_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	1.4990922401171302e-05	Infinity
C4	COMM_MACHINERY_EL	0.06278883	0.00094183	0.0	12	1.0	0.0	1.0	0.0	Infinity
C4	IND_MACHINERY_EL	0.06278883	0.00094183	0.0	17	1.0	0.0	1.0	0.0	Infinity
C4	TRACTOR_DIESEL	0.321277296	0.01606386	0.0	15	1.0	0.0	1.0	0.0	Infinity
C4	AGR_MACHINERY_DIESEL	0.14693009	0.00220395	0.0	25	1.0	0.0	1.0	0.0004095906988609	Infinity
C4	AGR_MACHINERY_EL	0.19650578	0.00294759	0.0	12	1.0	0.0	1.0	0.0	Infinity
C4	MIN_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	0.0	Infinity
C4	MIN_MACHINERY_EL	0.06278883	0.00094183	0.0	17	1.0	0.0	1.0	0.0	0.0
C4	FISH_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	0.1026539426769238	Infinity
C4	FISH_MACHINERY_EL	0.06278883	0.00094183	0.0	12	1.0	0.0	1.0	0.0981263055274586	Infinity
C4	TRACTOR_EL	1.34690901	0.06734545	0.0	15	1.0	0.0	1.0	0.0	0.0
C4	BUS_ELEC_PUBLIC	378.6466063	7.57293213	0.0	15	0.48372222	0.0	1.0	0.0	0.0
C4	BUS_ELEC_PRIVATE	378.6466063	7.57293213	0.0	15	0.48372222	0.0	1.0	0.0	0.0
