Regions;Storage_tech;Typical_days;Hours;Storage_out;Storage_in;Storage_power
C1;AMMONIA_STORAGE;2;24;;;0.0
C1;AMMONIA_STORAGE;3;1;;;0.0
C1;AMMONIA_STORAGE;3;2;;;0.0
C1;AMMONIA_STORAGE;3;3;;;0.0
C1;AMMONIA_STORAGE;3;4;;;0.0
C1;AMMONIA_STORAGE;3;5;;;0.0
C1;AMMONIA_STORAGE;3;6;;;0.0
C1;AMMONIA_STORAGE;3;7;;;0.0
C1;AMMONIA_STORAGE;3;8;;;0.0
C1;AMMONIA_STORAGE;3;9;;;0.0
C1;AMMONIA_STORAGE;3;10;;;0.0
C1;AMMONIA_STORAGE;3;11;;;0.0
C1;AMMONIA_STORAGE;3;12;;;0.0
C1;AMMONIA_STORAGE;3;13;;;0.0
C1;AMMONIA_STORAGE;3;14;;;0.0
C1;AMMONIA_STORAGE;3;15;;;0.0
C1;AMMONIA_STORAGE;3;16;;;0.0
C1;AMMONIA_STORAGE;3;17;;;0.0
C1;AMMONIA_STORAGE;3;18;;;0.0
C1;AMMONIA_STORAGE;3;19;;;0.0
C1;AMMONIA_STORAGE;3;20;;;0.0
C1;AMMONIA_STORAGE;3;21;;;0.0
C1;AMMONIA_STORAGE;3;22;;;0.0
C1;AMMONIA_STORAGE;3;23;;;0.0
C1;AMMONIA_STORAGE;3;24;;;0.0
C1;AMMONIA_STORAGE;4;1;;;0.0
C1;AMMONIA_STORAGE;4;2;;;0.0
C1;AMMONIA_STORAGE;4;3;;;0.0
C1;AMMONIA_STORAGE;4;4;;;0.0
C1;AMMONIA_STORAGE;4;5;;;0.0
C1;AMMONIA_STORAGE;4;6;;;0.0
C1;AMMONIA_STORAGE;4;7;;;0.0
C1;AMMONIA_STORAGE;4;8;;;0.0
C1;AMMONIA_STORAGE;4;9;;;0.0
C1;AMMONIA_STORAGE;4;10;;;0.0
C1;AMMONIA_STORAGE;4;11;;;0.0
C1;AMMONIA_STORAGE;4;12;;;0.0
C1;AMMONIA_STORAGE;4;13;;;0.0
C1;AMMONIA_STORAGE;4;14;;;0.0
C1;AMMONIA_STORAGE;4;15;;;0.0
C1;AMMONIA_STORAGE;4;16;;;0.0
C1;AMMONIA_STORAGE;4;17;;;0.0
C1;AMMONIA_STORAGE;4;18;;;0.0
C1;AMMONIA_STORAGE;4;19;;;0.0
C1;AMMONIA_STORAGE;4;20;;;0.0
C1;AMMONIA_STORAGE;4;21;;;0.0
C1;AMMONIA_STORAGE;4;22;;;0.0
C1;AMMONIA_STORAGE;4;23;;;0.0
C1;AMMONIA_STORAGE;4;24;;;0.0
C1;AMMONIA_STORAGE;5;1;;;0.0
C1;AMMONIA_STORAGE;5;2;;;0.0
C1;AMMONIA_STORAGE;5;3;;;0.0
C1;AMMONIA_STORAGE;5;4;;;0.0
C1;AMMONIA_STORAGE;5;5;;;0.0
C1;AMMONIA_STORAGE;5;6;;;0.0
C1;AMMONIA_STORAGE;5;7;;;0.0
C1;AMMONIA_STORAGE;5;8;;;0.0
C1;AMMONIA_STORAGE;5;9;;;0.0
C1;AMMONIA_STORAGE;5;10;;;0.0
C1;AMMONIA_STORAGE;5;11;;;0.0
C1;AMMONIA_STORAGE;5;12;;;0.0
C1;AMMONIA_STORAGE;5;13;;;0.0
C1;AMMONIA_STORAGE;5;14;;;0.0
C1;AMMONIA_STORAGE;5;15;;;0.0
C1;AMMONIA_STORAGE;5;16;;;0.0
C1;AMMONIA_STORAGE;5;17;;;0.0
C1;AMMONIA_STORAGE;5;18;;;0.0
C1;AMMONIA_STORAGE;5;19;;;0.0
C1;AMMONIA_STORAGE;5;20;;;0.0
C1;AMMONIA_STORAGE;5;21;;;0.0
C1;AMMONIA_STORAGE;5;22;;;0.0
C1;AMMONIA_STORAGE;5;23;;;0.0
C1;AMMONIA_STORAGE;5;24;;;0.0
C1;AMMONIA_STORAGE;6;1;;;0.0
C1;AMMONIA_STORAGE;6;2;;;0.0
C1;AMMONIA_STORAGE;6;3;;;0.0
C1;AMMONIA_STORAGE;6;4;;;0.0
C1;AMMONIA_STORAGE;6;5;;;0.0
C1;AMMONIA_STORAGE;6;6;;;0.0
C1;AMMONIA_STORAGE;6;7;;;0.0
C1;AMMONIA_STORAGE;6;8;;;0.0
C1;AMMONIA_STORAGE;6;9;;;0.0
C1;AMMONIA_STORAGE;6;10;;;0.0
C1;AMMONIA_STORAGE;6;11;;;0.0
C1;AMMONIA_STORAGE;6;12;;;0.0
C1;AMMONIA_STORAGE;6;13;;;0.0
C1;AMMONIA_STORAGE;6;14;;;0.0
C1;AMMONIA_STORAGE;6;15;;;0.0
C1;AMMONIA_STORAGE;6;16;;;0.0
C1;AMMONIA_STORAGE;6;17;;;0.0
C1;AMMONIA_STORAGE;6;18;;;0.0
C1;AMMONIA_STORAGE;6;19;;;0.0
C1;AMMONIA_STORAGE;6;20;;;0.0
C1;AMMONIA_STORAGE;6;21;;;0.0
C1;AMMONIA_STORAGE;6;22;;;0.0
C1;AMMONIA_STORAGE;6;23;;;0.0
C1;AMMONIA_STORAGE;6;24;;;0.0
C1;AMMONIA_STORAGE;7;1;;;0.0
C1;AMMONIA_STORAGE;7;2;;;0.0
C1;AMMONIA_STORAGE;7;3;;;0.0
C1;AMMONIA_STORAGE;7;4;;;0.0
C1;AMMONIA_STORAGE;7;5;;;0.0
C1;AMMONIA_STORAGE;7;6;;;0.0
C1;AMMONIA_STORAGE;7;7;;;0.0
C1;AMMONIA_STORAGE;7;8;;;0.0
C1;AMMONIA_STORAGE;7;9;;;0.0
C1;AMMONIA_STORAGE;7;10;;;0.0
C1;AMMONIA_STORAGE;7;11;;;0.0
C1;AMMONIA_STORAGE;7;12;;;0.0
C1;AMMONIA_STORAGE;7;13;;;0.0
C1;AMMONIA_STORAGE;7;14;;;0.0
C1;AMMONIA_STORAGE;7;15;;;0.0
C1;AMMONIA_STORAGE;7;16;;;0.0
C1;AMMONIA_STORAGE;7;17;;;0.0
C1;AMMONIA_STORAGE;7;18;;;0.0
C1;AMMONIA_STORAGE;7;19;;;0.0
C1;AMMONIA_STORAGE;7;20;;;0.0
C1;AMMONIA_STORAGE;7;21;;;0.0
C1;AMMONIA_STORAGE;7;22;;;0.0
C1;AMMONIA_STORAGE;7;23;;;0.0
C1;AMMONIA_STORAGE;7;24;;;0.0
C1;AMMONIA_STORAGE;8;1;;;0.0
C1;AMMONIA_STORAGE;8;2;;;0.0
C1;AMMONIA_STORAGE;8;3;;;0.0
C1;AMMONIA_STORAGE;8;4;;;0.0
C1;AMMONIA_STORAGE;8;5;;;0.0
C1;AMMONIA_STORAGE;8;6;;;0.0
C1;AMMONIA_STORAGE;8;7;;;0.0
C1;AMMONIA_STORAGE;8;8;;;0.0
C1;AMMONIA_STORAGE;8;9;;;0.0
C1;AMMONIA_STORAGE;8;10;;;0.0
C1;AMMONIA_STORAGE;8;11;;;0.0
C1;AMMONIA_STORAGE;8;12;;;0.0
C1;AMMONIA_STORAGE;8;13;;;0.0
C1;AMMONIA_STORAGE;8;14;;;0.0
C1;AMMONIA_STORAGE;8;15;;;0.0
C1;AMMONIA_STORAGE;8;16;;;0.0
C1;AMMONIA_STORAGE;8;17;;;0.0
C1;AMMONIA_STORAGE;8;18;;;0.0
C1;AMMONIA_STORAGE;8;19;;;0.0
C1;AMMONIA_STORAGE;8;20;;;0.0
C1;AMMONIA_STORAGE;8;21;;;0.0
C1;AMMONIA_STORAGE;8;22;;;0.0
C1;AMMONIA_STORAGE;8;23;;;0.0
C1;AMMONIA_STORAGE;8;24;;;0.0
C1;AMMONIA_STORAGE;9;1;;;0.0
C1;AMMONIA_STORAGE;9;2;;;0.0
C1;AMMONIA_STORAGE;9;3;;;0.0
C1;AMMONIA_STORAGE;9;4;;;0.0
C1;AMMONIA_STORAGE;9;5;;;0.0
C1;AMMONIA_STORAGE;9;6;;;0.0
C1;AMMONIA_STORAGE;9;7;;;0.0
C1;AMMONIA_STORAGE;9;8;;;0.0
C1;AMMONIA_STORAGE;9;9;;;0.0
C1;AMMONIA_STORAGE;9;10;;;0.0
C1;AMMONIA_STORAGE;9;11;;;0.0
C1;AMMONIA_STORAGE;9;12;;;0.0
C1;AMMONIA_STORAGE;9;13;;;0.0
C1;AMMONIA_STORAGE;9;14;;;0.0
C1;AMMONIA_STORAGE;9;15;;;0.0
C1;AMMONIA_STORAGE;9;16;;;0.0
C1;AMMONIA_STORAGE;9;17;;;0.0
C1;AMMONIA_STORAGE;9;18;;;0.0
C1;AMMONIA_STORAGE;9;19;;;0.0
C1;AMMONIA_STORAGE;9;20;;;0.0
C1;AMMONIA_STORAGE;9;21;;;0.0
C1;AMMONIA_STORAGE;9;22;;;0.0
C1;AMMONIA_STORAGE;9;23;;;0.0
C1;AMMONIA_STORAGE;9;24;;;0.0
C1;AMMONIA_STORAGE;10;1;;;0.0
C1;AMMONIA_STORAGE;10;2;;;0.0
C1;AMMONIA_STORAGE;10;3;;;0.0
C1;AMMONIA_STORAGE;10;4;;;0.0
C1;AMMONIA_STORAGE;10;5;;;0.0
C1;AMMONIA_STORAGE;10;6;;;0.0
C1;AMMONIA_STORAGE;10;7;;;0.0
C1;AMMONIA_STORAGE;10;8;;;0.0
C1;AMMONIA_STORAGE;10;9;;;0.0
C1;AMMONIA_STORAGE;10;10;;;0.0
C1;AMMONIA_STORAGE;10;11;;;0.0
C1;AMMONIA_STORAGE;10;12;;;0.0
C1;AMMONIA_STORAGE;10;13;;;0.0
C1;AMMONIA_STORAGE;10;14;;;0.0
C1;AMMONIA_STORAGE;10;15;;;0.0
C1;AMMONIA_STORAGE;10;16;;;0.0
C1;AMMONIA_STORAGE;10;17;;;0.0
C1;AMMONIA_STORAGE;10;18;;;0.0
C1;AMMONIA_STORAGE;10;19;;;0.0
C1;AMMONIA_STORAGE;10;20;;;0.0
C1;AMMONIA_STORAGE;10;21;;;0.0
C1;AMMONIA_STORAGE;10;22;;;0.0
C1;AMMONIA_STORAGE;10;23;;;0.0
C1;AMMONIA_STORAGE;10;24;;;0.0
C1;AMMONIA_STORAGE;11;1;;;0.0
C1;AMMONIA_STORAGE;11;2;;;0.0
C1;AMMONIA_STORAGE;11;3;;;0.0
C1;AMMONIA_STORAGE;11;4;;;0.0
C1;AMMONIA_STORAGE;11;5;;;0.0
C1;AMMONIA_STORAGE;11;6;;;0.0
C1;AMMONIA_STORAGE;11;7;;;0.0
C1;AMMONIA_STORAGE;11;8;;;0.0
C1;AMMONIA_STORAGE;11;9;;;0.0
C1;AMMONIA_STORAGE;11;10;;;0.0
C1;AMMONIA_STORAGE;11;11;;;0.0
C1;AMMONIA_STORAGE;11;12;;;0.0
C1;AMMONIA_STORAGE;11;13;;;0.0
C1;AMMONIA_STORAGE;11;14;;;0.0
C1;AMMONIA_STORAGE;11;15;;;0.0
C1;AMMONIA_STORAGE;11;16;;;0.0
C1;AMMONIA_STORAGE;11;17;;;0.0
C1;AMMONIA_STORAGE;11;18;;;0.0
C1;AMMONIA_STORAGE;11;19;;;0.0
C1;AMMONIA_STORAGE;11;20;;;0.0
C1;AMMONIA_STORAGE;11;21;;;0.0
C1;AMMONIA_STORAGE;11;22;;;0.0
C1;AMMONIA_STORAGE;11;23;;;0.0
C1;AMMONIA_STORAGE;11;24;;;0.0
C1;AMMONIA_STORAGE;12;1;;;0.0
C1;AMMONIA_STORAGE;12;2;;;0.0
C1;AMMONIA_STORAGE;12;3;;;0.0
C1;AMMONIA_STORAGE;12;4;;;0.0
C1;AMMONIA_STORAGE;12;5;;;0.0
C1;AMMONIA_STORAGE;12;6;;;0.0
C1;AMMONIA_STORAGE;12;7;;;0.0
C1;AMMONIA_STORAGE;12;8;;;0.0
C1;AMMONIA_STORAGE;12;9;;;0.0
C1;AMMONIA_STORAGE;12;10;;;0.0
C1;AMMONIA_STORAGE;12;11;;;0.0
C1;AMMONIA_STORAGE;12;12;;;0.0
C1;AMMONIA_STORAGE;12;13;;;0.0
C1;AMMONIA_STORAGE;12;14;;;0.0
C1;AMMONIA_STORAGE;12;15;;;0.0
C1;AMMONIA_STORAGE;12;16;;;0.0
C1;AMMONIA_STORAGE;12;17;;;0.0
C1;AMMONIA_STORAGE;12;18;;;0.0
C1;AMMONIA_STORAGE;12;19;;;0.0
C1;AMMONIA_STORAGE;12;20;;;0.0
C1;AMMONIA_STORAGE;12;21;;;0.0
C1;AMMONIA_STORAGE;12;22;;;0.0
C1;AMMONIA_STORAGE;12;23;;;0.0
C1;AMMONIA_STORAGE;12;24;;;0.0
C1;AMMONIA_STORAGE;13;1;;;0.0
C1;AMMONIA_STORAGE;13;2;;;0.0
C1;AMMONIA_STORAGE;13;3;;;0.0
C1;AMMONIA_STORAGE;13;4;;;0.0
C1;AMMONIA_STORAGE;13;5;;;0.0
C1;AMMONIA_STORAGE;13;6;;;0.0
C1;AMMONIA_STORAGE;13;7;;;0.0
C1;AMMONIA_STORAGE;13;8;;;0.0
C1;AMMONIA_STORAGE;13;9;;;0.0
C1;AMMONIA_STORAGE;13;10;;;0.0
C1;AMMONIA_STORAGE;13;11;;;0.0
C1;AMMONIA_STORAGE;13;12;;;0.0
C1;AMMONIA_STORAGE;13;13;;;0.0
C1;AMMONIA_STORAGE;13;14;;;0.0
C1;AMMONIA_STORAGE;13;15;;;0.0
C1;AMMONIA_STORAGE;13;16;;;0.0
C1;AMMONIA_STORAGE;13;17;;;0.0
C1;AMMONIA_STORAGE;13;18;;;0.0
C1;AMMONIA_STORAGE;13;19;;;0.0
C1;AMMONIA_STORAGE;13;20;;;0.0
C1;AMMONIA_STORAGE;13;21;;;0.0
C1;AMMONIA_STORAGE;13;22;;;0.0
C1;AMMONIA_STORAGE;13;23;;;0.0
C1;AMMONIA_STORAGE;13;24;;;0.0
C1;AMMONIA_STORAGE;14;1;;;0.0
C1;AMMONIA_STORAGE;14;2;;;0.0
C1;AMMONIA_STORAGE;14;3;;;0.0
C1;AMMONIA_STORAGE;14;4;;;0.0
C1;AMMONIA_STORAGE;14;5;;;0.0
C1;AMMONIA_STORAGE;14;6;;;0.0
C1;AMMONIA_STORAGE;14;7;;;0.0
C1;AMMONIA_STORAGE;14;8;;;0.0
C1;AMMONIA_STORAGE;14;9;;;0.0
C1;AMMONIA_STORAGE;14;10;;;0.0
C1;AMMONIA_STORAGE;14;11;;;0.0
C1;AMMONIA_STORAGE;14;12;;;0.0
C1;AMMONIA_STORAGE;14;13;;;0.0
C1;AMMONIA_STORAGE;14;14;;;0.0
C1;AMMONIA_STORAGE;14;15;;;0.0
C1;AMMONIA_STORAGE;14;16;;;0.0
C1;AMMONIA_STORAGE;14;17;;;0.0
C1;AMMONIA_STORAGE;14;18;;;0.0
C1;AMMONIA_STORAGE;14;19;;;0.0
C1;AMMONIA_STORAGE;14;20;;;0.0
C1;AMMONIA_STORAGE;14;21;;;0.0
C1;AMMONIA_STORAGE;14;22;;;0.0
C1;AMMONIA_STORAGE;14;23;;;0.0
C1;AMMONIA_STORAGE;14;24;;;0.0
C1;AMMONIA_STORAGE;15;1;;;0.0
C1;AMMONIA_STORAGE;15;2;;;0.0
C1;AMMONIA_STORAGE;15;3;;;0.0
C1;AMMONIA_STORAGE;15;4;;;0.0
C1;AMMONIA_STORAGE;15;5;;;0.0
C1;AMMONIA_STORAGE;15;6;;;0.0
C1;AMMONIA_STORAGE;15;7;;;0.0
C1;AMMONIA_STORAGE;15;8;;;0.0
C1;AMMONIA_STORAGE;15;9;;;0.0
C1;AMMONIA_STORAGE;15;10;;;0.0
C1;AMMONIA_STORAGE;15;11;;;0.0
C1;AMMONIA_STORAGE;15;12;;;0.0
C1;AMMONIA_STORAGE;15;13;;;0.0
C1;AMMONIA_STORAGE;15;14;;;0.0
C1;AMMONIA_STORAGE;15;15;;;0.0
C1;AMMONIA_STORAGE;15;16;;;0.0
C1;AMMONIA_STORAGE;15;17;;;0.0
C1;AMMONIA_STORAGE;15;18;;;0.0
C1;AMMONIA_STORAGE;15;19;;;0.0
C1;AMMONIA_STORAGE;15;20;;;0.0
C1;AMMONIA_STORAGE;15;21;;;0.0
C1;AMMONIA_STORAGE;15;22;;;0.0
C1;AMMONIA_STORAGE;15;23;;;0.0
C1;AMMONIA_STORAGE;15;24;;;0.0
C1;AMMONIA_STORAGE;16;1;;;0.0
C1;AMMONIA_STORAGE;16;2;;;0.0
C1;AMMONIA_STORAGE;16;3;;;0.0
C1;AMMONIA_STORAGE;16;4;;;0.0
C1;AMMONIA_STORAGE;16;5;;;0.0
C1;AMMONIA_STORAGE;16;6;;;0.0
C1;AMMONIA_STORAGE;16;7;;;0.0
C1;AMMONIA_STORAGE;16;8;;;0.0
C1;AMMONIA_STORAGE;16;9;;;0.0
C1;AMMONIA_STORAGE;16;10;;;0.0
C1;AMMONIA_STORAGE;16;11;;;0.0
C1;AMMONIA_STORAGE;16;12;;;0.0
C1;AMMONIA_STORAGE;16;13;;;0.0
C1;AMMONIA_STORAGE;16;14;;;0.0
C1;AMMONIA_STORAGE;16;15;;;0.0
C1;AMMONIA_STORAGE;16;16;;;0.0
C1;AMMONIA_STORAGE;16;17;;;0.0
C1;AMMONIA_STORAGE;16;18;;;0.0
C1;AMMONIA_STORAGE;16;19;;;0.0
C1;AMMONIA_STORAGE;16;20;;;0.0
C1;AMMONIA_STORAGE;16;21;;;0.0
C1;AMMONIA_STORAGE;16;22;;;0.0
C1;AMMONIA_STORAGE;16;23;;;0.0
C1;AMMONIA_STORAGE;16;24;;;0.0
C1;BATT_HS;1;1;;;0.0
C1;BATT_HS;1;2;;;0.0
C1;BATT_HS;1;3;;;0.0
C1;BATT_HS;1;4;;;0.0
C1;BATT_HS;1;5;;;0.0
C1;BATT_HS;1;6;;;0.0
C1;BATT_HS;1;7;;;0.0
C1;BATT_HS;1;8;1.028484187241089e-05;;1.028484187241089e-05
C1;BATT_HS;1;9;1.74142841400037e-05;;1.74142841400037e-05
C1;BATT_HS;1;10;2.656705708958921e-05;;2.656705708958921e-05
C1;BATT_HS;1;11;3.266851275868856e-05;;3.266851275868856e-05
C1;BATT_HS;1;12;1.224455421151448e-05;;1.224455421151448e-05
C1;BATT_HS;1;13;;;0.0
C1;BATT_HS;1;14;;;0.0
C1;BATT_HS;1;15;;;0.0
C1;BATT_HS;1;16;;-2.801824828431497e-06;-2.801824828431497e-06
C1;BATT_HS;1;17;;-1.518141490718439e-05;-1.518141490718439e-05
C1;BATT_HS;1;18;;-1.826756328926492e-05;-1.826756328926492e-05
C1;BATT_HS;1;19;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;1;20;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;1;21;;-1.665866360167899e-05;-1.665866360167899e-05
C1;BATT_HS;1;22;;;0.0
C1;BATT_HS;1;23;;;0.0
C1;BATT_HS;1;24;1.005788662494569e-05;;1.005788662494569e-05
C1;BATT_HS;2;1;;;0.0
C1;BATT_HS;2;2;;;0.0
C1;BATT_HS;2;3;;;0.0
C1;BATT_HS;2;4;;;0.0
C1;BATT_HS;2;5;;;0.0
C1;BATT_HS;2;6;;;0.0
C1;BATT_HS;2;7;;;0.0
C1;BATT_HS;2;8;1.080662476076177e-05;;1.080662476076177e-05
C1;BATT_HS;2;9;1.821661766105104e-05;;1.821661766105104e-05
C1;BATT_HS;2;10;2.845286638123375e-05;;2.845286638123375e-05
C1;BATT_HS;2;11;3.239146570354856e-05;;3.239146570354856e-05
C1;BATT_HS;2;12;1.74925613415972e-05;;1.74925613415972e-05
C1;BATT_HS;2;13;;;0.0
C1;BATT_HS;2;14;;;0.0
C1;BATT_HS;2;15;;-2.875702559009647e-05;-2.875702559009647e-05
C1;BATT_HS;2;16;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;2;17;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;2;18;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;2;19;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;2;20;;-2.480782648001788e-05;-2.480782648001788e-05
C1;BATT_HS;2;21;1.61758008302096e-06;;1.61758008302096e-06
C1;BATT_HS;2;22;2.496476590974704e-05;;2.496476590974704e-05
C1;BATT_HS;2;23;2.965959658742496e-05;;2.965959658742496e-05
C1;BATT_HS;2;24;7.990549280598202e-06;;7.990549280598202e-06
C1;BATT_HS;3;1;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;3;2;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;3;3;2.603391602583743e-05;;2.603391602583743e-05
C1;BATT_HS;3;4;;;0.0
C1;BATT_HS;3;5;;;0.0
C1;BATT_HS;3;6;;;0.0
C1;BATT_HS;3;7;;;0.0
C1;BATT_HS;3;8;;;0.0
C1;BATT_HS;3;9;;;0.0
C1;BATT_HS;3;10;4.168586684202255e-06;;4.168586684202255e-06
C1;BATT_HS;3;11;1.043082023723143e-05;;1.043082023723143e-05
C1;BATT_HS;3;12;;;0.0
C1;BATT_HS;3;13;;;0.0
C1;BATT_HS;3;14;;;0.0
C1;BATT_HS;3;15;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;3;16;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;3;17;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;3;18;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;3;19;;-1.328470870420997e-05;-1.328470870420997e-05
C1;BATT_HS;3;20;2.627463069367885e-05;;2.627463069367885e-05
C1;BATT_HS;3;21;;;0.0
C1;BATT_HS;3;22;;;0.0
C1;BATT_HS;3;23;;;0.0
C1;BATT_HS;3;24;;;0.0
C1;BATT_HS;4;1;;;0.0
C1;BATT_HS;4;2;;;0.0
C1;BATT_HS;4;3;;;0.0
C1;BATT_HS;4;4;;;0.0
C1;BATT_HS;4;5;;;0.0
C1;BATT_HS;4;6;;;0.0
C1;BATT_HS;4;7;;;0.0
C1;BATT_HS;4;8;8.149668547113251e-06;;8.149668547113251e-06
C1;BATT_HS;4;9;1.663968084057485e-05;;1.663968084057485e-05
C1;BATT_HS;4;10;2.766423360878891e-05;;2.766423360878891e-05
C1;BATT_HS;4;11;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;4;12;2.228217089243534e-05;;2.228217089243534e-05
C1;BATT_HS;4;13;;-1.287369643284054e-05;-1.287369643284054e-05
C1;BATT_HS;4;14;;-1.500777821449132e-05;-1.500777821449132e-05
C1;BATT_HS;4;15;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;4;16;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;4;17;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;4;18;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;4;19;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;4;20;;-1.733934537865859e-05;-1.733934537865859e-05
C1;BATT_HS;4;21;1.236894605993139e-05;;1.236894605993139e-05
C1;BATT_HS;4;22;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;4;23;2.988491775465329e-05;;2.988491775465329e-05
C1;BATT_HS;4;24;9.424574795368755e-06;;9.424574795368755e-06
C1;BATT_HS;5;1;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;5;2;1.330852459902839e-05;;1.330852459902839e-05
C1;BATT_HS;5;3;;;0.0
C1;BATT_HS;5;4;;;0.0
C1;BATT_HS;5;5;;;0.0
C1;BATT_HS;5;6;;;0.0
C1;BATT_HS;5;7;;;0.0
C1;BATT_HS;5;8;3.648584463031822e-06;;3.648584463031822e-06
C1;BATT_HS;5;9;9.730348277262014e-06;;9.730348277262014e-06
C1;BATT_HS;5;10;1.918063478150217e-05;;1.918063478150217e-05
C1;BATT_HS;5;11;2.895735806899389e-05;;2.895735806899389e-05
C1;BATT_HS;5;12;;;0.0
C1;BATT_HS;5;13;;;0.0
C1;BATT_HS;5;14;;-1.191205406500336e-05;-1.191205406500336e-05
C1;BATT_HS;5;15;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;5;16;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;5;17;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;5;18;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;5;19;;-3.42623562267587e-05;-3.42623562267587e-05
C1;BATT_HS;5;20;5.72010719606693e-06;;5.72010719606693e-06
C1;BATT_HS;5;21;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;5;22;1.594520834305977e-05;;1.594520834305977e-05
C1;BATT_HS;5;23;;;0.0
C1;BATT_HS;5;24;;;0.0
C1;BATT_HS;6;1;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;6;2;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;6;3;3.42623562267587e-05;;3.42623562267587e-05
C1;BATT_HS;6;4;;;0.0
C1;BATT_HS;6;5;;;0.0
C1;BATT_HS;6;6;;;0.0
C1;BATT_HS;6;7;;;0.0
C1;BATT_HS;6;8;;;0.0
C1;BATT_HS;6;9;;;0.0
C1;BATT_HS;6;10;;;9.89747584005055e-08
