param : 	c_inv	c_maint	gwp_constr	lifetime	c_p	fmin_perc	fmax_perc	f_min	f_max := 
SA-TJ	SUV_GASOLINE_PUBLIC	465.0112923	27.90067754	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_GASOLINE_PUBLIC	26.61295396	1.59677724	0.0	10	0.01989583	0.0	1.0	0.0	0.0
SA-TJ	CAR_DIESEL_PRIVATE	301.4908378	18.08945027	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	BUS_DIESEL_PRIVATE	209.8512498	10.49256249	0.0	15	0.48372222	0.0	1.0	0.0	0.0
SA-TJ	PICKUP_TRUCK_DIESEL_PRIVATE	529.7381388	31.78428833	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	SUV_DIESEL_PRIVATE	465.0112923	27.90067754	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_DIESEL_PRIVATE	26.61295396	1.59677724	0.0	10	0.01989583	0.0	1.0	0.0	0.0
SA-TJ	CAR_DIESEL_PUBLIC	301.4908378	18.08945027	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	BUS_DIESEL_PUBLIC	209.8512498	10.49256249	0.0	15	0.48372222	0.0	1.0	0.0	0.0
SA-TJ	PICKUP_TRUCK_DIESEL_PUBLIC	529.7381388	31.78428833	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	SUV_DIESEL_PUBLIC	465.0112923	27.90067754	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_DIESEL_PUBLIC	26.61295396	1.59677724	0.0	10	0.01989583	0.0	1.0	0.0	0.0
SA-TJ	TRUCK_FG	250.4310952	12.52155476	0.0	15	0.01805556	0.0	1.0	0.0	Infinity
SA-TJ	VAN_FG	532.9439084	31.9766345	0.0	10	0.0203125	0.0	1.0	0.0	0.0
SA-TJ	CARGO_MOTORCYCLE_FG	85.41899738	5.12513984	0.0	10	0.01075	0.0	1.0	0.0	0.0
SA-TJ	TRUCK_GASOLINE	245.90751	12.2953755	0.0	15	0.01805556	0.0	1.0	0.0	Infinity
SA-TJ	VAN_GASOLINE	513.3773583	30.8026415	0.0	10	0.0203125	0.0	1.0	0.0	0.0
SA-TJ	CARGO_MOTORCYCLE_GASOLINE	51.07970195	3.06478212	0.0	10	0.01075	0.0	1.0	0.0	0.0
SA-TJ	TRUCK_DIESEL_P	245.90751	12.2953755	0.0	15	0.01805556	0.0	1.0	0.0	Infinity
SA-TJ	VAN_DIESEL	513.3773583	30.8026415	0.0	10	0.0203125	0.0	1.0	0.0	0.0
SA-TJ	CARGO_MOTORCYCLE_DIESEL	51.07970195	3.06478212	0.0	10	0.01075	0.0	1.0	0.0	0.0
SA-TJ	CONVENTIONAL_BULB	0.1444041	0.0	0.0	5	1.0	0.220602273	0.787865261	0.0	Infinity
SA-TJ	LED_BULB	0.60161002	0.0	0.0	10	1.0	0.059397727	0.212134739	0.0	Infinity
SA-TJ	CONVENTIONAL_LIGHT	1598.242939	1559.087767	0.0	5	1.0	0.0	1.0	0.0	Infinity
SA-TJ	LED_LIGHT	2187.69928	431.5978112	0.0	10	1.0	0.0	1.0	0.0	0.0
SA-TJ	REFRIGERATOR_EL	5.96e-05	0.0	0.0	15	1.0	0.0	1.0	0.0	0.0
SA-TJ	COMM_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	COMM_MACHINERY_EL	0.06278883	0.00094183	0.0	12	1.0	0.0	1.0	0.0	0.0
SA-TJ	IND_MACHINERY_EL	0.06278883	0.00094183	0.0	17	1.0	0.0	1.0	0.0	0.0
SA-TJ	TRACTOR_DIESEL	0.321277296	0.01606386	0.0	15	1.0	0.0	1.0	0.0	0.0
SA-TJ	AGR_MACHINERY_DIESEL	0.14693009	0.00220395	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	AGR_MACHINERY_EL	0.19650578	0.00294759	0.0	12	1.0	0.0	1.0	0.0	0.0
SA-TJ	MIN_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	MIN_MACHINERY_EL	0.06278883	0.00094183	0.0	17	1.0	0.0	1.0	0.0	0.0
SA-TJ	FISH_MACHINERY_DIESEL	0.08519203	0.00127788	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	FISH_MACHINERY_EL	0.06278883	0.00094183	0.0	12	1.0	0.0	1.0	0.0	0.0
SA-TJ	TRACTOR_EL	1.34690901	0.06734545	0.0	15	1.0	0.0	1.0	0.0	0.0
SA-TJ	BUS_ELEC_PUBLIC	438.779886	8.77559772	0.0	15	0.48372222	0.0	1.0	0.0	0.0
SA-TJ	BUS_ELEC_PRIVATE	438.779886	8.77559772	0.0	15	0.48372222	0.0	1.0	0.0	0.0
SA-TJ	PICKUP_TRUCK_ELEC_PUBLIC	0.0	0.0	0.0	10	0.0	0.0	1.0	0.0	0.0
SA-TJ	PICKUP_TRUCK_ELEC_PRIVATE	0.0	0.0	0.0	10	0.0	0.0	1.0	0.0	0.0
SA-TJ	SUV_ELEC_PUBLIC	613.66	10.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	SUV_ELEC_PRIVATE	613.66	10.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_ELEC_PUBLIC	64.48039933	1.28960799	0.0	10	0.01989583	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_ELEC_PRIVATE	64.48039933	1.28960799	0.0	10	0.01989583	0.0	1.0	0.0	0.0
SA-TJ	VAN_ELEC	0.0	0.0	0.0	10	0.0	0.0	1.0	0.0	0.0
SA-TJ	CARGO_MOTORCYCLE_ELEC	229.6440382	4.59288076	0.0	10	0.0203125	0.0	1.0	0.0	0.0
SA-TJ	TRAIN_FREIGHT_ELEC	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	0.0
SA-TJ	BOAT_FREIGHT_ELEC	216.72	0.381944444	0.0	40	0.114155251	0.0	1.0	0.0	0.0
SA-TJ	FUEL_CELL	984.64	29.5392	0.0	20	1.0	0.0	1.0	0.0	0.0
SA-TJ	ETHANOL_TO_FUELS	947.1675259	38.4949953	0.0	25	0.95	0.0	1.0	0.0	0.0
SA-TJ	BIO_HYDROLYSIS	1811.76	123.526815	0.0	15	0.8449	0.0	1.0	0.0	0.0
SA-TJ	PYROLYSIS_TO_FUELS	2593.5	72.2	0.0	25	0.8449	0.0	1.0	0.0	0.0
SA-TJ	PYROLYSIS_TO_LFO	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
SA-TJ	FB_ST_BIOMASS	2192.345897	43.84691793	165.33	30	0.409994599	0.0	1.0	0.0	0.0
SA-TJ	CFB_ST_BIOMASS	1865.171828	37.30343656	165.33	30	0.409994599	0.0	1.0	0.0	0.0
SA-TJ	BFB_ST_BIOMASS	1865.171828	37.30343656	165.33	30	0.409994599	0.0	1.0	0.0	0.0
SA-TJ	REGASIFICATION	2895.92	57.91836098	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	LIQUEFACTION	1075.899182	21.51798364	0.0	25	1.0	0.0	1.0	0.0	0.0
SA-TJ	DIESEL_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SA-TJ	GASOLINE_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SA-TJ	LPG_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SA-TJ	LFO_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SA-TJ	JET_FUEL_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SA-TJ	SUV_ELEC_PRIVATE_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
SA-TJ	MOTORCYCLE_ELEC_PRIVATE_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
SA-TJ	BUS_ELEC_PUBLIC_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
SIN	NUCLEAR	4845.734619	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
SIN	NUCLEAR_SMR	4845.734619	102.930986	707.88	60	0.843906	0.0	1.0	0.0	0.0
SIN	CCGT_AMMONIA	1253.082037	18.7961901	183.79	30	0.9615	0.0	1.0	0.0	0.0
SIN	COAL_US	2516.71	30.0225445	331.6	35	0.865396	0.0	1.0	0.0	0.0
SIN	COAL_IGCC	3245.81	49.47283735	331.6	35	0.853432	0.0	1.0	0.0	0.0
SIN	BIOMASS_TO_POWER	1677.0152	69.9431	331.6	35	0.868	0.0	1.0	0.0	0.0
SIN	PV_ROOFTOP	737.8867059	9.726688396	2081.43	30	1.0	0.0	1.0	0.0	0.0
SIN	PV_UTILITY	1051.13	26.01945647	2081.43	30	0.239327055	0.0	1.0	0.16501797	0.16501797
SIN	PT_COLLECTOR	4504.71429	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	ST_COLLECTOR	5517.02	63.0	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	PT_POWER_BLOCK	1044.57	62.65	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	ST_POWER_BLOCK	768.19	63.0	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	WIND_ONSHORE	1629.13	24.41867298	622.85	30	0.106830736	0.0	1.0	0.1278	0.1278
SIN	WIND_OFFSHORE	4974.63	36.31492615	622.85	30	1.0	0.0	1.0	0.0	0.0
SIN	HYDRO_DAM	2206.3	22.063	1262.82	100	0.415590085	0.0	1.0	0.37192	0.371921
SIN	HYDRO_RIVER	2000.264	20.003	1262.82	100	0.59092478	0.0	1.0	0.36372	0.36372
SIN	TIDAL_STREAM	3752.0	165.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TIDAL_RANGE	2867.0	178.0	0.0	40	1.0	0.0	1.0	0.0	0.0
SIN	WAVE	2912.5	97.4107	0.0	25	0.3995	0.0	1.0	0.0	0.0
SIN	GEOTHERMAL	3772.171603	94.30429007	24929.09	50	0.914	0.0	1.0	0.0	0.0
SIN	GENSET_DIESEL	384.6	5.769001632	516.55	30	0.5	0.0	1.0	0.04268	Infinity
SIN	OCGT	941.904649	23.54761623	183.79	30	0.108173898	0.0	1.0	0.95801	0.95801
SIN	CCGT	1253.082037	18.7961901	183.79	30	0.408081032	0.0	1.0	1.49249	1.49249
SIN	ST_BIOMASS	1716.964771	39.82614252	165.33	30	0.409994599	0.0	1.0	0.12663	0.12663
SIN	ST_SNG	982.1038492	14.73155774	1024.32	30	0.0	0.0	1.0	0.0	0.0
SIN	CCGT_SUR	1253.082037	18.7961901	183.79	30	0.85	0.0	1.0	0.0	0.0
SIN	IND_COGEN_GAS	1528.1	98.22449611	1024.32	25	0.8449	0.0	1.0	0.0	0.0
SIN	IND_COGEN_WOOD	1172.95	42.94466341	165.33	25	0.8449	0.0	1.0	0.0	0.0
SIN	IND_COGEN_WASTE	3182.91	117.3386515	647.82	25	0.8449	0.0	1.0	0.0	0.0
SIN	IND_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.170239458	0.607998065	0.0	Infinity
SIN	IND_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.103701959	0.37036414	0.0	Infinity
SIN	IND_BOILER_BIOWASTE	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
SIN	IND_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.000268123	0.000957582	0.0	Infinity
SIN	IND_BOILER_COAL	138.22	2.764303774	48.18	17	0.8946	0.0	1.0	0.0	0.0
SIN	IND_BOILER_WASTE	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
SIN	IND_DIRECT_ELEC	387.73	1.758903768	1.47	15	0.9443	0.0	1.0	0.0	0.0
SIN	DHN_HP_ELEC	395.73	13.41870073	174.79	25	0.9443	0.0	1.0	0.0	0.0
SIN	DHN_COGEN_GAS	1361.46	39.80624675	490.88	25	0.8449	0.0	1.0	0.0	0.0
SIN	DHN_COGEN_WOOD	1172.95	42.94466341	165.33	25	0.8449	0.0	1.0	0.0	0.0
SIN	DHN_COGEN_WASTE	3182.91	117.3386515	647.82	25	0.8449	0.0	1.0	0.0	0.0
SIN	DHN_BOILER_GAS	70.67	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	0.0
SIN	DHN_BOILER_WOOD	138.22	2.764303774	28.87	17	0.8946	0.0	1.0	0.0	0.0
SIN	DHN_BOILER_OIL	65.83	1.415862909	12.32	17	0.9443	0.0	1.0	0.0	0.0
SIN	DHN_DEEP_GEO	1611.94	60.39529412	808.76	30	0.8449	0.0	1.0	0.0	0.0
SIN	DHN_SOLAR	381.37	0.449838889	221.22	30	1.0	0.0	1.0	0.0	0.0
SIN	DEC_HP_ELEC	564.78	23.54819613	164.89	18	1.0	0.0	1.0	0.0	0.0
SIN	DEC_THHP_GAS	362.35	10.59040315	381.93	20	1.0	0.0	1.0	0.0	0.0
SIN	DEC_COGEN_GAS	1528.1	98.22449611	1024.32	20	1.0	0.0	1.0	0.0	0.0
SIN	DEC_COGEN_OIL	1416.89	86.93215515	1024.32	20	1.0	0.0	1.0	0.0	0.0
SIN	DEC_ADVCOGEN_GAS	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
SIN	DEC_ADVCOGEN_H2	9185.33	171.1804817	2193.45	20	1.0	0.0	1.0	0.0	0.0
SIN	DEC_BOILER_GAS	190.24	5.708399663	21.09	17	1.0	0.028766044	0.102735872	0.0	Infinity
SIN	DEC_BOILER_WOOD	554.93	19.41754846	21.09	17	1.0	0.0	1.0	0.0	0.0
SIN	DEC_BOILER_OIL	170.86	10.24815058	21.09	17	1.0	0.0	1.0	0.0	0.0
SIN	DEC_SOLAR	757.56	8.405281393	221.22	25	1.0	0.002494417	0.008908633	0.0	Infinity
SIN	DEC_DIRECT_ELEC	43.61	0.190627801	1.47	15	1.0	0.248739539	0.888355495	0.0	Infinity
SIN	DEC_ELEC_COLD	528.88	22.1	164.89	20	1.0	0.0	1.0	0.0	Infinity
SIN	DEC_THHP_GAS_COLD	339.33	9.9	381.93	20	1.0	0.0	1.0	0.0	0.0
SIN	IND_ELEC_COLD	664.97	5.4	174.79	20	0.95	0.0	1.0	0.0	Infinity
SIN	TRAMWAY_TROLLEY	625.0	12.5	0.0	30	0.342465753	0.000318478	0.001137422	0.0	Infinity
SIN	BUS_COACH_DIESEL	0.0	0.0	0.0	15	0.483722222	0.0	1.0	0.0	0.0
SIN	BUS_COACH_HYDIESEL	822.56	33.33333333	0.0	15	0.483722222	0.0	1.0	0.0	0.0
SIN	BUS_COACH_CNG_STOICH	0.0	0.0	0.0	15	0.483722222	0.0	1.0	0.0	0.0
SIN	BUS_COACH_FC_HYBRIDH2	1114.04	31.25	0.0	15	0.483722222	0.0	1.0	0.0	0.0
SIN	TRAIN_PUB	1506.02	54.35274934	0.0	40	0.275072894	0.0	1.0	0.0	0.0
SIN	PLANE_SHORT_HAUL	1456.05	39.82	0.0	35	0.4999	0.0	1.0	0.0	0.0
SIN	PLANE_H2_SHORT_HAUL	1639.69	44.84	0.0	35	0.4999	0.0	1.0	0.0	0.0
SIN	PLANE_LONG_HAUL	1343.77	36.75	0.0	35	0.5374	0.0	1.0	0.0	0.0
SIN	CAR_GASOLINE	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_DIESEL	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_NG	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_METHANOL	0.0	0.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_HEV	423.86	34.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_PHEV	473.46	34.0	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	CAR_BEV	380.3142753	7.606285505	0.0	10	0.1343125	0.001202665	0.004295231	0.0	Infinity
SIN	CAR_FUEL_CELL	1500.1072	14.124	0.0	10	0.1343125	0.0	1.0	0.0	0.0
SIN	TRAIN_FREIGHT	104.42	2.088311688	0.0	40	0.342465753	0.0	1.0	0.0	Infinity
SIN	BOAT_FREIGHT_DIESEL	72.24	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	Infinity
SIN	BOAT_FREIGHT_NG	73.13	3.819444444	0.0	40	0.114155251	0.0	1.0	0.0	0.0
SIN	BOAT_FREIGHT_METHANOL	0.0	0.0	0.0	40	0.114155251	0.0	1.0	0.0	0.0
SIN	CARGO_LFO	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_LNG	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_METHANOL	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_FUELCELL_LH2	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_FUELCELL_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_RETRO_METHANOL	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	CARGO_RETRO_AMMONIA	0.0	0.0	0.0	40	0.739666854	0.0	1.0	0.0	0.0
SIN	TRUCK_DIESEL	0.0	0.0	0.0	15	0.01805556	0.0	1.0	0.0	0.0
SIN	TRUCK_METHANOL	0.0	0.0	0.0	15	0.01805556	0.0	1.0	0.0	0.0
SIN	TRUCK_FUEL_CELL	430.17	12.06666667	0.0	15	0.01805556	0.0	1.0	0.0	0.0
SIN	TRUCK_ELEC	878.38	23.13333333	0.0	15	0.01805556	0.0	1.0	0.0	0.0
SIN	TRUCK_NG	355.28	18.55555556	0.0	15	0.01805556	0.0	1.0	0.0	0.0
SIN	EFFICIENCY	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
SIN	DHN	825.88	0.0	0.0	60	1.0	0.0	1.0	0.0	0.0
SIN	GRID	810.19	0.0	0.0	80	1.0	0.0	1.0	0.0	Infinity
SIN	HVAC_LINE	2.0	0.04	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	HVDC_SUBSEA	3.24	0.06	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	GAS_PIPELINE	0.134	0.001	0.0	55	1.0	0.0	1.0	0.0	Infinity
SIN	GAS_SUBSEA	0.208	0.002	0.0	55	1.0	0.0	1.0	0.0	Infinity
SIN	H2_RETROFITTED	0.355973417	0.005	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	H2_NEW	0.452	0.005	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	H2_SUBSEA_RETRO	0.533066683	0.007	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	H2_SUBSEA_NEW	0.726	0.007	0.0	40	1.0	0.0	1.0	0.0	Infinity
SIN	H2_ELECTROLYSIS	2784.81	76.58227848	0.0	15	0.8946	0.0	1.0	0.0	0.0
SIN	H2_NG	775.33	71.54781261	0.0	25	0.85484	0.0	1.0	0.0	0.0
SIN	H2_BIOMASS	4798.23	338.0304591	0.0	25	0.85484	0.0	1.0	0.0	0.0
SIN	BIOMASS_TO_METHANE	3082.8512	173.8128468	0.0	25	0.85	0.0	1.0	0.0	0.0
SIN	BIOWASTE_TO_METHANE	3082.8512	173.8128468	0.0	25	0.85	0.0	1.0	0.0	0.0
SIN	SYN_METHANATION	349.6	89.32368421	0.0	40	1.0	0.0	1.0	0.0	0.0
SIN	BIOMETHANATION_WET_BIOMASS	1122.22	15.54545455	0.0	20	0.8449	0.0	1.0	0.0	0.0
SIN	BIOMETHANATION_BIOWASTE	1122.22	15.54545455	0.0	20	0.8449	0.0	1.0	0.0	0.0
SIN	BIOMASS_TO_JET_FUEL	6046.9153	166.9735	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	BIOMASS_TO_LFO	6046.9153	166.9735	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	BIOWASTE_TO_JET_FUEL	6046.9153	250.46025	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	BIOWASTE_TO_LFO	6046.9153	250.46025	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	DIESEL_TO_JET_FUEL	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	ATM_CCS	5342.73	132.624	0.0	40	1.0	0.0	1.0	0.0	0.0
SIN	INDUSTRY_CCS	2671.37	66.312	0.0	40	1.0	0.0	1.0	0.0	0.0
SIN	SYN_METHANOLATION	0.0	0.0	0.0	20	0.9443	0.0	1.0	0.0	0.0
SIN	METHANE_TO_METHANOL	0.0	0.0	0.0	25	0.8449	0.0	1.0	0.0	0.0
SIN	BIOMASS_TO_METHANOL	0.0	0.0	0.0	20	0.994	0.0	1.0	0.0	0.0
SIN	BIOWASTE_TO_METHANOL	0.0	94.248	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	HABER_BOSCH	0.0	0.0	0.0	20	0.994	0.0	1.0	0.0	0.0
SIN	POWER_TO_JET_FUEL	3804.508764	288.1851693	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	POWER_TO_LFO	3804.508764	288.1851693	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	H2_TO_JET_FUEL	2445.720694	149.5353034	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	H2_TO_LFO	2445.720694	149.5353034	0.0	25	0.91	0.0	1.0	0.0	0.0
SIN	AMMONIA_TO_H2	0.0	0.0	0.0	25	0.994	0.0	1.0	0.0	0.0
SIN	OIL_TO_HVC	449.55	2.390016639	0.0	15	0.994	0.049191654	0.17568448	0.0	Infinity
SIN	GAS_TO_HVC	907.75	22.69375242	0.0	25	0.994	0.230808346	0.82431552	0.0	Infinity
SIN	BIOMASS_TO_HVC	3311.7	98.8	0.0	20	0.994	0.0	1.0	0.0	0.0
SIN	METHANOL_TO_HVC	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	BATT_LI	501.3	0.775025166	61.3	15	1.0	0.0	1.0	0.0	0.0
SIN	CAES	38.938	3.1799	0.0	50	1.0	0.0	1.0	0.0	0.0
SIN	BEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	Infinity
SIN	PHEV_BATT	0.0	0.0	0.0	1	1.0	0.0	1.0	0.0	0.0
SIN	DAM_STORAGE	0.0	0.0	0.0	100	1.0	0.0	1.0	567.589	567.59
SIN	PHS	58.8	0.0	8.33	50	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_DIRECT_ELEC	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_HP_ELEC	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_THHP_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_COGEN_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_COGEN_OIL	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_ADVCOGEN_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_ADVCOGEN_H2	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_BOILER_GAS	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_BOILER_WOOD	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DEC_BOILER_OIL	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	TS_DHN_DAILY	0.0	0.0	0.0	40	1.0	0.0	1.0	0.0	0.0
SIN	TS_DHN_SEASONAL	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	TS_HIGH_TEMP	0.0	0.0	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	GAS_STORAGE	0.0	0.0	0.0	50	1.0	0.0	1.0	0.0	0.0
SIN	H2_STORAGE	6.19	0.39	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	DIESEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	1284.64	1284.64
SIN	JET_FUEL_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	231.8913243	231.8923243
SIN	GASOLINE_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	1244.25	1244.25
SIN	LFO_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	AMMONIA_STORAGE	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	METHANOL_STORAGE	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	PT_STORAGE	36.9568	0.3695	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	ST_STORAGE	19.099	0.1909	0.0	25	1.0	0.0	1.0	0.0	0.0
SIN	TS_COLD	0.0	0.0	0.0	20	1.0	0.0	1.0	0.0	0.0
SIN	CO2_STORAGE	49.5	0.495	0.0	30	1.0	0.0	1.0	0.0	0.0
SIN	STOVE_WOOD	53.65514911	1.60965447	75.0	10	0.1875	0.002537031	0.009060826	0.0	Infinity
SIN	STOVE_LPG	52.20521443	1.33859524	75.0	10	0.1875	0.207759023	0.741996509	0.0	Infinity
SIN	STOVE_NG	70.48592219	1.80733134	75.0	10	0.1875	0.065280666	0.233145234	0.0	Infinity
SIN	STOVE_OIL	17.37818595	0.52134558	75.0	10	0.1875	0.000993511	0.003548253	0.0	Infinity
SIN	STOVE_ELEC	20.60357726	0.51508943	75.0	10	0.1875	0.00342977	0.012249178	0.0	Infinity
SIN	PLANE	1456.05	39.82	0.0	35	0.114155251	0.0	1.0	0.0	Infinity
SIN	FERMENTATION_TO_BIOETHANOL	2554.01	116.0842435	0.0	25	0.92	0.0	1.0	0.026010247	0.026010247
SIN	ESTERIFICATION_TO_BIODIESEL	2554.01	116.0842435	0.0	25	0.8449	0.0	1.0	0.0	0.0
SIN	IND_BOILER_DIESEL	171.6964771	4.29241193	516.55	25	0.9	0.002667031	0.00952511	0.0	Infinity
SIN	IND_BOILER_LPG	70.67	1.415862909	12.32	17	0.9443	0.003123429	0.011155103	0.0	Infinity
SIN	LPG_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	955.9979906	955.9989906
SIN	LNG_STORAGE	0.01	0.000397	0.0	20	1.0	0.0	1.0	27.07	27.071
SIN	CAR_FG_PRIVATE	315.1175424	18.90705254	0.0	10	0.1343125	0.035288719	0.126031139	0.0	Infinity
SIN	BUS_FG_PRIVATE	220.8150238	11.04075119	0.0	15	0.48372222	0.0	0.0	0.0	0.0
SIN	PICKUP_TRUCK_FG_PRIVATE	543.3648433	32.6018906	0.0	10	0.1343125	0.000593369	0.002119174	0.0	Infinity
SIN	SUV_FG_PRIVATE	478.6379968	28.71827981	0.0	10	0.1343125	0.004681765	0.016720589	0.0	Infinity
SIN	MOTORCYCLE_FG_PRIVATE	43.78260167	2.6269561	0.0	10	0.01989583	0.0	0.0	0.0	0.0
SIN	CAR_FG_PUBLIC	315.1175424	18.90705254	0.0	10	0.1343125	0.0	0.0	0.0	0.0
SIN	BUS_FG_PUBLIC	220.8150238	11.04075119	0.0	15	0.48372222	0.01763198	0.062971356	0.0	Infinity
